"DocCat","DocSoort","Pad","Filenaam","Referentie","Datum"
"Sparen","Overzicht","Sparen\2015\FIN-ASR-Spaarkas(5150731)(Saldo31-12-2014).pdf","FIN-ASR-Spaarkas(5150731)(Saldo31-12-2014)","5150731 - ASR - Saldo per 31-12-2014","2015-03-01"
"Apparaat","Gebruiksaanwijzing","Apparaat\2017\125444-an-01-ml-VOLTCRAFT_ENERGY_LOGGER_4000_EK_de_en_nl.pdf","125444-an-01-ml-VOLTCRAFT_ENERGY_LOGGER_4000_EK_de_en_nl","Voltcraft Energy Logger 4000","2017-08-24"
"Auto","Bevestiging","Auto\2017\AUTO-30-ZP-VH (mototrijtuigenbelasting).pdf","AUTO-30-ZP-VH (mototrijtuigenbelasting)","30-ZP-VH - Automatische incasso motorrijtuigenbelasting  137 / 3 maanden","2017-04-06"
"BMN","Formulier","BMN\2014\13519862-13SNN7-SchadeForm(15-8-2014).pdf","13519862-13SNN7-SchadeForm(15-8-2014)","13-SNN-7 Schadeformulier bumper","2014-08-15"
"BMN","Formulier","BMN\2014\14059739-13SNN7-SchadeForm(23-10-14).pdf","14059739-13SNN7-SchadeForm(23-10-14)","13-SNN-7 - Schadeformulier - Beschadiging dak","2014-10-23"
"LG73","Bevestiging","LG73\2014\20140825OfferteItParadyske(Getekend).pdf","20140825OfferteItParadyske(Getekend)","Schuur achterste tuin getekende offerte","2014-08-22"
"Software","Overzicht","Software\2014\AdobeAcrobat11(standard)(SerialNumber).pdf","AdobeAcrobat11(standard)(SerialNumber)","Adobe Acrobat 11 Licentienummers","2014-08-09"
"Elektronica","Schema","Elektronica\2014\DEV-iPadRemote-NAS(9-10-2014).pdf","DEV-iPadRemote-NAS(9-10-2014)","iPad Remote NAS aansturing","2014-10-09"
"Hypotheek","Bevestiging","Hypotheek\2014\Fin-Hyp-(200472902)(NieuweRente)(2-9-2014).pdf","Fin-Hyp-(200472902)(NieuweRente)(2-9-2014)","200472902 - Woonfonds - Bevestiging nieuwe rente","2014-09-02"
"Hypotheek","Brief","Hypotheek\2014\FIN-HYP-776262-(30-7-2014)(onterechteHerinnering).pdf","FIN-HYP-776262-(30-7-2014)(onterechteHerinnering)","76262 - Onterechte herinnering","2014-07-30"
"Hypotheek","Overzicht","Hypotheek\2014\FIN-Hyp-002004729-WijzigingMaandbedragen(22-9-2014).pdf","FIN-Hyp-002004729-WijzigingMaandbedragen(22-9-2014)","002004729 Woonfonds Wijziging maandbedragen","2014-09-22"
"Hypotheek","Overzicht","Hypotheek\2014\Fin-Hyp-CB131493209-00-Overzicht(12-2014).pdf","Fin-Hyp-CB131493209-00-Overzicht(12-2014)","CB131493209-00 Centraal Beheer 70K","2014-11-25"
"Hypotheek","Overzicht","Hypotheek\2014\Fin-Hyp-CB131495000-00-Overzicht(12-2014).pdf","Fin-Hyp-CB131495000-00-Overzicht(12-2014)","CB129030 - Overzicht 20K","2014-11-25"
"Pensioen","Overzicht","Pensioen\2014\FIN-Pensioen-UniformOverzicht(08-2014).pdf","FIN-Pensioen-UniformOverzicht(08-2014)","CRH - UPO 2014","2014-08-01"
"Verzekering","Factuur","Verzekering\2014\Fin-Unive-Verz-Brand-Inboedel(01-10-2014).pdf","Fin-Unive-Verz-Brand-Inboedel(01-10-2014)","Unive Brandverzekering","2014-10-01"
"Gezondheid","Factuur","Gezondheid\2014\GEZ-Tandarts-KiesGetrokken(07-10-2014).pdf","GEZ-Tandarts-KiesGetrokken(07-10-2014)","Tandarts Kelbrick - Kies getrokken","2014-10-18"
"BMN","MindMap","BMN\2014\Kroon-Opleidiingen-cb-Trade.pdf","Kroon-Opleidiingen-cb-Trade","Kroon opleidingen 2014","2014-09-16"
"BMN","Formulier","BMN\2014\WRK-Kroon-Aanschaf-AccesoiresElekGereedSchap(10-2014).pdf","WRK-Kroon-Aanschaf-AccesoiresElekGereedSchap(10-2014)","Kroon - afleverbon accessoires elektrich gereedschap","2014-10-03"
"Fokke","Schema","Fokke\2014\Peugeot-Vivacity(Bedradingsschema(8-2014)(AltijdEerstLampControleren)+Wisselspannng.pdf","Peugeot-Vivacity(Bedradingsschema(8-2014)(AltijdEerstLampControleren)+Wisselspannng","Peugeot Vivacity - Bedradingsschema - Ervarig : Eerst lamp controleren en het is Wisselspanning !","2014-08-01"
"BMN","Formulier","BMN\2013\Vak-Aanrijding(13-SNN-7)KarlsRuhe(09-08-2013).pdf","Vak-Aanrijding(13-SNN-7)KarlsRuhe(09-08-2013)","13-SNN-7 - Aanrijding Karlsruhe.","2013-08-09"
"Geert","Nostalgie","Geert\2014\SinterklaasGedichten2014.pdf","SinterklaasGedichten2014","Sinterklaas gedicht 2014","2014-12-05"
"Geert","Formulier","Geert\2014\Zippo-RepairForm.pdf","Zippo-RepairForm","Zippo - Repair form.","2014-10-21"
"Vakantie","Factuur","Vakantie\2014\VAK-Bonnen2014.pdf","VAK-Bonnen2014","Zomervakantie 2014 bonnetjes","2014-08-15"
"Verzekering","Brief","Verzekering\2014\VERZ-Ardanta-Indexering.pdf","VERZ-Ardanta-Indexering","Ardanta - Indexering","2014-12-01"
"IT-Alg","Bevestiging","IT-Alg\2005\ADSLInloggegevens.pdf","ADSLInloggegevens","Het net - ADSL inloggegevens","2005-07-28"
"Auto","Tijdschrift","Auto\2005\FiatCroma(Test autovisie07-2005).pdf","FiatCroma(Test autovisie07-2005)","Fiat Croma (Autovisie)","2005-07-21"
"BMN","Overzicht","BMN\2006\Loonopgave2005.pdf","Loonopgave2005","Jaaropgave NVB Bouwstoffen 2005","2006-01-01"
"IT-Alg","Folder","IT-Alg\1992\SkiltronicsCatalogus1992.pdf","SkiltronicsCatalogus1992","Skiltronics catalogus  ","1992-04-01"
"Software","Gebruiksaanwijzing","Software\1985\promcw97.pdf","promcw97","Trs80 C Compiler documentatie MISOSYS","1985-01-01"
